Username,Date,Content,Likes,Retweets
"The Singapore Zone
@singaporezone",8/5/2020 8:20,"93% voter turnout for GE 2020: At the close of poll for the Singapore General Election 2020, a total of 2,057,69... http://bit.ly/lN3AQ2",0.0,0.0
"Iza
@iza_mhdisa",8/5/2020 8:20,"Singapore   ruling PAP wins two-third majority in general election: SINGAPORE, May 8   Singapore   long-ruling P... http://bit.ly/kHfZ9s",0.0,0.0
"teaengpeng
@teaengpeng",8/5/2020 8:20,Aljunied win a political landmark - Singapore General Election 2020 http://ge.sg/stories/elections2/view/1081845/1/GE-Aljunied-win-a-political-landmark-says-WPs-Low ,0.0,0.0
"DTN Singapore
@DTNSingapore",8/5/2020 8:22,"DTN Singapore: GE: S'poreans view WP as rational, responsible & credible, says Low: This General Election has yi... http://bit.ly/jwV4Lb",0.0,0.0
"Daily Singapore News
@dailysingapore",8/5/2020 8:23,"[News] GE: S'poreans view WP as rational, responsible & credible, says Low: SINGAPORE : This General Election ha... http://bit.ly/lvtx3o",0.0,0.0
"Ari Van Ryan
@wongkendall",8/5/2020 8:23,"GE: S'poreans view WP as rational, responsible & credible, says Low: SINGAPORE : This General Election has yield... http://bit.ly/lvtx3o",0.0,0.0
"Ludovic Lassauce
@llassauce",8/5/2020 8:23,General election in #Singapore results have no surprise: ruling party PAP has won 81 seat out of 87.,0.0,0.0
"Expert Panorama
@Panorama_MAN",8/5/2020 8:27,"Singapore goes to polls: Polls opened Saturday in Singapore for the country's general election, the most contest... http://bit.ly/mI0s1g",0.0,0.0
"AYE MIN HTUN
@AYEMINHTUN",8/5/2020 8:43,Official Results of Singapore General Election 2020: The PAP has taken 81 out of 87 seats in Parliament in this ... http://bit.ly/lueMiK,0.0,0.0
"Janicelee
@j_anicelee",8/5/2020 8:48,I just know the results of the Singapore general election 2020 through watching the news. PAP won for the overall but WP won 6 seats....,0.0,0.0
"Janicelee
@j_anicelee",8/5/2020 8:51,I doze off yesterday while watching the SINGAPORE GENERAL ELECTION 2020 :(,0.0,0.0
"The Long Tweet
@tanjooilong",8/5/2020 8:51,"Singapore   ruling PAP wins two-thirds majority (81-6) in general election

http://bit.ly/kldOX6",0.0,0.0
"Breaking News
@jooilong",8/5/2020 8:51,"Singapore   ruling PAP wins two-thirds majority (81-6) in general election

http://bit.ly/kldOX6",0.0,0.0
"News Feed
@denzFeed",8/5/2020 9:00,"Singapore goes to polls: Polls opened Saturday in Singapore for the country's general election, the mo... http://bit.ly/iqv3Hp #denznews",0.0,0.0
"Headlines Feed
@headlinesfeed",8/5/2020 9:01,"Singapore goes to polls: Polls opened Saturday in Singapore for the country's general election, the most contest... http://bit.ly/lPOFmb",2.0,0.0
"Megan
@ChocolateCable",8/5/2020 9:04,Singapore General Election 2020 is over.So the next one is in the year 2016.,0.0,0.0
"Big City Informer
@bigcityinformer",8/5/2020 9:10,Singapore Informer - GE: Polling in Singapore General Election nears close   Channel News Asia http://bit.ly/itPDsB,0.0,0.0
"All News
@allnews24",8/5/2020 9:10,Singapore Informer - GE: Polling in Singapore General Election nears close   Channel News Asia http://bit.ly/itPDsB,0.0,0.0
"AsiaPacific8
@AsiaPacific8",8/5/2020 9:20,#Singapore General election 2020: Expats in uproar over missing ballot papers:    did not arrive until electio...  http://bit.ly/1H0sbpZ,0.0,0.0
"Julian Jaco
@newssworld",8/5/2020 9:20,"Singapore goes to polls: Polls opened Saturday in Singapore for the country's general election, the most contest... http://bit.ly/lFHF8I",0.0,0.0
"Sa
@sarahfreewam",8/5/2020 9:26,"Singapore goes to polls: Polls opened Saturday in Singapore for the country's general election, the most contested... http://dlvr.it/QzSZN",0.0,0.0
"Daily Singapore News
@dailysingapore",8/5/2020 9:26,"[News] 'Distinct shift' in political landscape, says PM Lee: Singapore - This ""watershed General Election"" marks... http://bit.ly/ixSjER",0.0,0.0
"Miguel Centellas
@mcentellas",8/5/2020 9:32,Video: Singapore   General Election | The Economist http://tumblr.com/xek2fhpdj7,0.0,0.0
"Origin Sin
@Originsinusa",8/5/2020 9:34,"GE: Opposition parties reflect on post-election results: SINGAPORE: For the Opposition, this year's General Elec... http://bit.ly/lB9A6c",0.0,0.0
"Ari Van Ryan
@wongkendall",8/5/2020 9:34,"GE: Opposition parties reflect on post-election results: SINGAPORE: For the Opposition, this year's General Elec... http://bit.ly/iC7aHa",0.0,0.0
"Rashid Liaw
@rashidliaw",8/5/2020 9:40,PAP secured 81 out of 87 seat in Singapore General Election,1.0,0.0
"demo
@allmydemo",8/5/2020 9:47,"GE: Opposition parties reflect on post-election results: SINGAPORE: For the Opposition, this year's General Elec... http://bit.ly/lB9A6c",0.0,0.0
"Simon News
@simonnews",8/5/2020 9:47,"GE: Opposition parties reflect on post-election results: SINGAPORE: For the Opposition, this year's General Elec... http://bit.ly/lB9A6c",0.0,0.0
"Laremie Tan
@Chinesepop",8/5/2020 9:52,was up trying to catch the Singapore General Election,0.0,0.0
"DTN Singapore
@DTNSingapore",8/5/2020 9:56,DTN Singapore: Special GE noon edition of The Sunday Times: Get the latest on the General Election with a specia... http://bit.ly/kIPHFx,1.0,0.0
"DTN Singapore
@DTNSingapore",8/5/2020 10:02,"DTN Singapore: GE: Opposition parties reflect on post-election results: For the Opposition, this year's General ... http://bit.ly/lhOuTp",0.0,0.0
"EducationSG
@EducationSG",8/5/2020 10:06,Official results of GE 2020: The latest official results of Singapore's 2020 General Election. http://bit.ly/iuGiCs,0.0,0.0
"Social Media
@SocialMedia_tm",8/5/2020 10:20,"Singapore General Election: The social media disconnect | Social Media NZ http://bit.ly/mJgiu5 (via 
@ShriNagesh
)",0.0,0.0
"Hon Chun
@hongjun",8/5/2020 10:20,Singapore General Election 2020 - Results Breakdown http://goo.gl/fb/nYS2h,0.0,0.0
"berniceklaassen
@berniceklaassen",8/5/2020 10:21,"RT 
@SocialMedia_NZ
: Singapore General Election: The social media disconnect. http://smnz.co/lj7T4N",0.0,0.0
"alfaq.net
@alfaqnet",8/5/2020 10:27,"Singapore goes to polls: Polls opened Saturday in Singapore for the country's general election, the most contested... http://adf.ly/1SZnw",0.0,0.0
"Andrea Negro
@gesiko",8/5/2020 10:42,"Politician Tin Pei Ling Faces Facebook Petition Trouble: 
The Singapore General Election ended. All was good, ex... http://bit.ly/knX9JO",0.0,0.0
"Torchlight Tours
@TorchlightTours",8/5/2020 10:42,"Politician Tin Pei Ling Faces Facebook Petition Trouble: 
The Singapore General Election ended. All... http://bit.ly/jZ2M67 #socialmedia",0.0,0.0
"Social Media Tips
@MediaTip",8/5/2020 10:44,"RT 
@SocialStreaming
: Politician Tin Pei Ling Faces Facebook Petition Trouble: The Singapore General Election ended. All... ...  
@MediaTip",0.0,0.0
"DTN Singapore
@DTNSingapore",8/5/2020 10:56,DTN Singapore: GE: NSP's Nicole Seah continues her visits in Marine Parade GRC: Even though the General Election... http://bit.ly/jEg79M,0.0,0.0
"SG STOCKS INVESTING
@Sgshortstories",8/5/2020 20:00,Singapore General Election 2020 results and impact on Singapore Stocks: The results of the Singapore General Ele... http://bit.ly/lgVkC7,0.0,0.0
"Joe Chia
@mojado77",8/5/2020 20:00,"Singapore's general election: Repent, sinners, if thou shalt vote for the opposition | The Economist http://economist.com/blogs/banyan/2020/05/singapores_general_election  via 
@theeconomist",0.0,0.0
"US Fast News
@USFastNews",8/5/2020 20:02,"Ruling party returned to power in Singapore: Polls opened Saturday in Singapore for the country's general election, the most conteste...",0.0,0.0
"Hasib Ahmed
@amishimul",8/5/2020 20:02,"Ruling party returned to power in Singapore: Polls opened Saturday in Singapore for the country's general election, the most conteste...",0.0,0.0
"ilr_world
@ilr_world",8/5/2020 20:03,"Polls opened Saturday in Singapore for the country's general election, the most contested election in Singapore'... http://bit.ly/moVixA",0.0,0.0
"Djilani
@Djilanihr",8/5/2020 20:08,"Singapore holds general election: Counting is under way in Singapore after the most hotly contested general... http://bbc.in/lAUBZj 
@BBC",0.0,0.0
"Randy Hayes
@randyhy69",8/5/2020 20:08,Singapore holds general election: Counting is under way in Singapore after the most hotly contested general elec... http://bbc.in/kWzgpA,0.0,0.0
"James Gray
@jamesgy83",8/5/2020 20:08,Singapore holds general election: Counting is under way in Singapore after the most hotly contested general elec... http://bbc.in/kWzgpA,0.0,0.0
"@thaitvnews
@thaitvnews",8/5/2020 20:08,BBC - Singapore holds general election: Counting is under way in Singapore after the most hotly contested genera... http://bbc.in/k3YbT3,0.0,0.0
"Tim Merchiston EN-FR
@TimMerchiston",8/5/2020 20:08,NEWS: Counting is under way in Singapore after the most hotly contested general election in recent memory. http://bbc.in/kouPRw,0.0,0.0
"sanskrittools
@sanskrittools",8/5/2020 20:08,Singapore holds general election: Counting is under way in Singapore after the most hotly contested general elec... http://bbc.in/k3YbT3,0.0,0.0
"Dr. Judes
@DrJudes",8/5/2020 20:08,Counting is under way in Singapore after the most hotly contested general election in recent memory. http://bbc.in/k3YbT3 #BBC #news,0.0,0.0
"INQUISITION NEWS
@InquisitionNews",8/5/2020 20:08,Singapore holds general election: Counting is under way in Singapore after the most hotly contested genera... http://bbc.in/lg0fvc (BBC),0.0,0.0
"Sunil J Mistry
@suniljmistry",8/5/2020 20:08,#Top #News Singapore holds general election: Counting is under way in Singapore after the most hotly contested g... http://bbc.in/lg0fvc,0.0,0.0
"greatmyfree
@greatmyfree",8/5/2020 20:08,Singapore holds general election: Counting is under way in Singapore after the most hotly contested general elec... http://bbc.in/k3YbT3,0.0,0.0
"Gopal RajGuru
@gopalrajguru",8/5/2020 20:08,Singapore holds general election: Counting is under way in Singapore after the most hotly contested general elec... http://bbc.in/lg0fvc,0.0,0.0
"Sean
@Sean_CR",8/5/2020 20:08,Singapore holds general election: Counting is under way in Singapore after the most hotly contested general elec... http://bbc.in/lg0fvc,0.0,0.0
"Pat Gallagher
@patsion",8/5/2020 20:08,Singapore holds general election: Counting is under way in Singapore after the most hotly contested general elec... http://bbc.in/k3YbT3,0.0,0.0
".
@appletej",8/5/2020 20:20,Singapore General Election: The social media disconnect http://bit.ly/k0Z0tn,0.0,0.0
"Siew Yik
@SiewYik",8/5/2020 20:20,Singapore General Election is over. http://nblo.gs/hBljw,0.0,0.0
"naomi
@NaomiCamposano",8/5/2020 20:20,Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general elect... http://tinyurl.com/3zdubzt,0.0,0.0
"Asian Correspondent
@AsCorrespondent",8/5/2020 20:20,From CNN.Go: In pictures: The Singapore General Election 2020 - http://bit.ly/kQIn08,0.0,0.0
"Steven Changi Airpor
@Gixibyte",8/5/2020 20:20,"Opposition makes historic gains in Singapore general elections, PM Lee: ""this was a watershed election"" http://nyti.ms/kd9XyH #sgelections",0.0,0.0
"RV_Blue Lagoon
@LoveRV_Wendy",8/5/2020 20:20,Everyone are focusing on the results for Singapore's General Election. LOL,0.0,0.0
"Europe News Depot
@europenewsdepot",8/5/2020 20:20,#news #europe Singapore holds general election: Counting is under way in Singapore after the most hotly contested... http://adf.ly/1Rpf7,0.0,0.0
____¤쟟´쟊@OKOKEN_0406,8/5/2020 20:20,"RT @runawaydonut 
@tiffanysandra
 'THERE NOW, YOU SAID ""PHUKET PANJANG"" TWICE. THIS IS THE SINGAPORE GENERAL ELECTION, NOT THE BANGKOK ONE'",0.0,0.0
"Wisnu Setia Lengkana
@naminawisnu",8/5/2020 20:20,Seru juga mengamati hasil sementara Singapore General Election 2020..... http://myloc.me/jPt0e,0.0,0.0
"DM Gordon
@rabbyeburns",8/5/2020 20:22,"Singapore holds general election:   Lee Hsien Loong leads the People's Action Party, which h... http://bbc.in/k3YbT3 #WorldNews #BBCNews",0.0,0.0
"mas lintang
@Lintanghr",8/5/2020 20:23,"Singapore's ruling party wins election - Polls opened Saturday in Singapore for the country's general election, the ... http://ow.ly/1cxVNj",0.0,0.0
"Thomas Gregory
@SolveASAP",8/5/2020 20:24,"Singapore's ruling party wins election - Polls opened Saturday in Singapore for the country's general election, the ... http://ht.ly/1cxVdu",0.0,0.0
"Zeitgeist Blog
@zeitgeistblog",8/5/2020 20:24,CNN Top Story: Singapore's ruling party wins election - Polls opened Saturday in Singapore for the country's general... http://ow.ly/1cxVvO,0.0,0.0
"Julianne Parker
@coldbeatplayles",8/5/2020 20:24,"Singapore's ruling party wins election - Polls opened Saturday in Singapore for the country's general election, the ... http://ow.ly/1cxVCC",0.0,0.0
"The Social Media
@WebWhy",8/5/2020 20:24,Singapore holds general election http://bit.ly/jXQUhS #bbc #news,1.0,0.0
"Uzma Usman
@USANEWS123",8/5/2020 20:26,General Election 2020: Results - Singapore http://dlvr.it/R04M8,0.0,0.0
"Anushka Sharma
@Anushka2013",8/5/2020 20:26,General Election 2020: Results - Singapore http://dlvr.it/R04M6,0.0,0.0
"NaughtyCelebrity
@NaughtyCeleb",8/5/2020 20:26,General Election 2020: Results - Singapore http://dlvr.it/R04Ls,0.0,0.0
"Jennifer
@aGoogleTrends",8/5/2020 20:26,General Election 2020: Results - Singapore http://dlvr.it/R04LV,0.0,0.0
"GoogleTrends
@Google__Trends",8/5/2020 20:26,General Election 2020: Results - Singapore http://dlvr.it/R04L7,0.0,0.0
"Kristen Kuan
@Lust_Lover",8/5/2020 20:26,General Election 2020: Results - Singapore http://dlvr.it/R04L2,0.0,0.0
"Uzma Usman
@UzmaUsman",8/5/2020 20:26,General Election 2020: Results - Singapore http://dlvr.it/R04L1,0.0,0.0
"VoteGlobal
@voteglobal",8/5/2020 20:26,"RT 
@AsCorrespondent
: From CNN.Go: In pictures: The #Singapore General Election 2020 - http://bit.ly/kQIn08 #singelection",0.0,0.0
"Ari Van Ryan
@wongkendall",8/5/2020 20:28,GE: NSP's Nicole Seah continues her visits in Marine Parade GRC: SINGAPORE : Even though the General Election is... http://bit.ly/ihhrXQ,0.0,0.0
"spidie
@spidieboy56",8/5/2020 20:29,"FPTP is an outdated system. Proven in the Singapore Presidential Election, and now in the UK General Elections.",0.0,0.0
"Vote Global Inc
@VoteGlobalAPAC",8/5/2020 20:29,"RT 
@voteglobal
: RT 
@AsCorrespondent
: From CNN.Go: In pictures: The #Singapore General Election 2020 - http://bit.ly/kQIn08 #sgelections",0.0,0.0
"John Mark Mulang
@Directbestbuy",8/5/2020 20:30,CNN News : Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general ... http://bit.ly/mI0s1g,0.0,0.0
"AA_alerts
@AA_alrts",8/5/2020 20:30,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/mI0s1g",0.0,0.0
"اخر ا_اخبار
@lastfreshnews",8/5/2020 20:30,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/mI0s1g",0.0,0.0
"chakshu garg
@chakshu00grg",8/5/2020 20:30,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/mI0s1g",0.0,0.0
"Kapil Raj Regmi
@regmikapil",8/5/2020 20:30,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/mI0s1g",0.0,0.0
"news
@news_cnn",8/5/2020 20:30,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/mI0s1g",0.0,0.0
"_овини
@NewsMixerBG",8/5/2020 20:30,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general electi... http://bit.ly/kNIr5H 
@CNN",0.0,0.0
"bee honest
@arkay62",8/5/2020 20:30,CNN: Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general ... http://bit.ly/mI0s1g #news,0.0,0.0
"Aditya
@aditya1044",8/5/2020 20:30,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/mI0s1g",0.0,0.0
"Tim Merchiston EN-FR
@TimMerchiston",8/5/2020 20:30,"NEWS: Polls opened Saturday in Singapore for the country's general election, the most contested election in Sing... http://bit.ly/kNIr5H",0.0,0.0
"iNews Sri Lanka
@iNewsSriLanka",8/5/2020 20:30,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/mI0s1g",0.0,0.0
"Rede Geral Perfis
@tweets24hs",8/5/2020 20:30,#sp Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general electi... http://migre.me/4tMB2,0.0,0.0
"Michael Mac
@michael4mickie",8/5/2020 20:30,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/mI0s1g",0.0,0.0
"Micke Fyhr
@Nyhetsankaret",8/5/2020 20:30,News - Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general elec... http://bit.ly/mI0s1g,0.0,0.0
"John Barron
@jbarronvegas",8/5/2020 20:30,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/mI0s1g",0.0,0.0
"News Linker
@NewsLinker",8/5/2020 20:30,CNN: Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general electi... http://bit.ly/kTsS2m,0.0,0.0
"Daniel
@318touring",8/5/2020 20:30,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/kTsS2m",0.0,0.0
"John F. Dale
@Johnfdale",8/5/2020 20:30,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/kTsS2m",0.0,0.0
"The Narrow Gates
@R7__",8/5/2020 20:30,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/kTsS2m",0.0,0.0
"doriangrizz
@doriangrizz",8/5/2020 20:30,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/kTsS2m",0.0,0.0
"corby
@wishcorby73",8/5/2020 20:30,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/kTsS2m",0.0,0.0
"ritajohnsonn
@ritajohnsonn",8/5/2020 20:30,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/kTsS2m",0.0,0.0
"bluesbrothers1
@bluesbrothers1",8/5/2020 20:30,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/kTsS2m",0.0,0.0
"janescotty
@janescotty",8/5/2020 20:30,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/kTsS2m",0.0,0.0
"rajmatthew1
@rajmatthew1",8/5/2020 20:30,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/kTsS2m",0.0,0.0
"johnhurd
@johnhurdl",8/5/2020 20:30,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/kTsS2m",0.0,0.0
"anitarajan1
@anitarajan1",8/5/2020 20:30,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/kTsS2m",0.0,0.0
"jasonmiggs
@jasonmigg",8/5/2020 20:30,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/kTsS2m",0.0,0.0
"Gang Task Force
@GangTaskForce",8/5/2020 20:30,"Polls opened Saturday in Singapore for the country's general election, the most contested election in Singapore'... http://bit.ly/kTsS2m",0.0,0.0
"Get The News
@newsfeeding",8/5/2020 20:30,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/iYiNfH",1.0,0.0
"Hasib Ahmed
@amishimul",8/5/2020 20:30,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, the most contested ele...",0.0,0.0
"Stefan Stredak
@FXStefan",8/5/2020 20:30,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/kinqsz",0.0,0.0
"Big Marketer
@bigmarketer",8/5/2020 20:30,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/kTsS2m",0.0,0.0
"kktnxbye
@kktnxbye",8/5/2020 20:30,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, the most contested ele...",0.0,0.0
"David
@LeedsCDMF",8/5/2020 20:30,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/kTsS2m",0.0,0.0
"MinistryOf Steak
@MinistryOfSteak",8/5/2020 20:30,"Singapore General Election 2020: At the close of poll for General Election 2020, the total number of vot... http://bit.ly/l5oVtw 
@Gov_SG",0.0,0.0
"HERO AFTER
@heroafterhero",8/5/2020 20:31,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/lnTAYi",0.0,0.0
"pretty woman
@prettywoman52",8/5/2020 20:31,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/lnTAYi",0.0,0.0
"Thaksin Support
@ThaksinLiveTK",8/5/2020 20:31,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/lnTAYi",0.0,0.0
"WorldwideNews
@NewsUpdatesLive",8/5/2020 20:31,CNN Update: Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general ... http://adf.ly/1SdRv,0.0,0.0
"Cool FM
@coolfmzld",8/5/2020 20:31,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/lnTAYi",0.0,0.0
"Radio 2 5 9
@radio259nu",8/5/2020 20:31,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/lnTAYi",0.0,0.0
"Rakesh Rathore
@rakesh2390",8/5/2020 20:31,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, th... http://adf.ly/1SdRj",0.0,0.0
"UpdateCool
@UpdateCool",8/5/2020 20:31,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, th... http://adf.ly/1SdRg",0.0,0.0
"SINGPromos
@singpromos",8/5/2020 20:31,Singapore General Election (GE 2020) Polling Results Singapore Promotion - http://singapore-promotions.com/?p=7319,0.0,0.0
"Tom
@ninety8",8/5/2020 20:32,"PAP retains power in Singapore general election, but opposition parties put up best showing ever, winning 6 out of 87 seats",0.0,0.0
"Aizat Sharif
@AizatSharif",8/5/2020 20:32,Monitoring Singapore General Election 2020 via Warna 94.2 (Spore online radio)..as usual PAP started to make a clean sweep again..,0.0,0.0
"rahul lad
@rhl_lad",8/5/2020 20:33,An emotional journey for both teams: by Tanya Fong SINGAPORE - Word about the result of this General Election's ... http://bit.ly/kMxx1K,0.0,0.0
"John Mark Mulang
@Directbestbuy",8/5/2020 20:34,Asia : Singapore holds general election: Counting is under way in Singapore after the most hotly contested gener... http://bbc.in/k3YbT3,0.0,0.0
"Chris Smith
@Chris_Smith1113",8/5/2020 20:36,"Actually, the change in Singapore is very little after the general election 2020.",0.0,0.0
"Aerin Custodio
@arniecalangjr",8/5/2020 20:37,Singapore's ruling party wins election: Singapore's ruling party is returned to power in general elections. The ... http://bit.ly/moICMi,0.0,0.0
"ICE CREAM CLUB
@iceseeu",8/5/2020 20:37,Singapore's ruling party wins election: Singapore's ruling party is returned to power in general elections. The ... http://bit.ly/moICMi,0.0,0.0
"Feed_DdusWorld
@ddusworld",8/5/2020 20:37,CNN.com :- Singapore's ruling party wins election: Singapore's ruling party is returned to power in general elec... http://bit.ly/mmaY3N,0.0,0.0
"Fernando Zúñiga
@FernandoZga",8/5/2020 20:37,Singapore's ruling party wins election: Singapore's ruling party is returned to power in general el... http://bit.ly/mmaY3N #world #asia,0.0,0.0
"اخر ا_اخبار
@lastfreshnews",8/5/2020 20:37,Singapore's ruling party wins election: Singapore's ruling party is returned to power in general elections. The ... http://bit.ly/mmaY3N,0.0,0.0
"N.Eswar
@Nimmagaddaeswar",8/5/2020 20:37,Singapore's ruling party wins election: Singapore's ruling party is returned to power in general elections. The ... http://bit.ly/mmaY3N,0.0,0.0
"iNews Sri Lanka
@iNewsSriLanka",8/5/2020 20:37,Singapore's ruling party wins election: Singapore's ruling party is returned to power in general elections. The ... http://bit.ly/mmaY3N,0.0,0.0
"chakshu garg
@chakshu00grg",8/5/2020 20:37,Singapore's ruling party wins election: Singapore's ruling party is returned to power in general elections. The ... http://bit.ly/jt1Zvn,0.0,0.0
"news on demand
@news_on_demand",8/5/2020 20:37,Singapore's ruling party wins election: Singapore's ruling party is returned to power in general elections. The ... http://bit.ly/jMGpCb,0.0,0.0
"david
@websitenewsman",8/5/2020 20:37,Singapore holds general election: Counting is under way in Singapore after the most hotly contested general election in recent memory.,0.0,0.0
"Online Networking
@onnetworking",8/5/2020 20:38,"PAP wins again, opposition makes breakthrough: Singapore General Election 2020 MalaysiaKini -... http://bit.ly/iWF3bJ http://goo.gl/tbeQ",0.0,0.0
"____
@imtijwqmeu",8/5/2020 20:39,"(Live) Singapore General Election Result: 

(Latest) SINGAPORE, May 7   The opposition Workers  Party (WP) is s... http://bit.ly/mHGSEt",30.0,0.0
"economan
@economaniac",8/5/2020 20:40,"RT 
@FXStefan
 Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general el... http://bit.ly/lpVYsQ",0.0,0.0
"H.T. Choi
@fatduck10",8/5/2020 20:43,Watching Singapore General Election 2020 Live Video Broadcast on iPad.  http://lockerz.com/s/99584744,0.0,0.0
"Singapore with Kids
@SGwithkids",8/5/2020 20:43,[Education] Official results of GE 2020: The latest official results of Singapore's 2020 General Election. http://bit.ly/m3ttbg,0.0,0.0
"Simon News
@simonnews",8/5/2020 20:44,GE: NSP's Nicole Seah continues her visits in Marine Parade GRC: SINGAPORE : Even though the General Election is... http://bit.ly/j8c0J1,0.0,0.0
"coconut whisperer _
@ughhhkc",8/5/2020 20:46,General Election makes our world(Singapore) go nuts.,0.0,0.0
"english news
@intl_en_news",8/5/2020 20:48,Singapore   ruling party wins election: Singapore   ruling party is returned to power in general electio... http://bit.ly/kAK8Cn #ennews,0.0,0.0
"Xinhuaindepth
@xinhuaindepthen",8/5/2020 20:48,Singapore ruling party retains absolute majority in watershed general election: The ruling People's Action Party won 81 of the ...  #enid,0.0,0.0
"­Sankalp
@sink257",8/5/2020 20:48,How the fuck did the Singapore General Election take over the fucking international twitter trends,0.0,0.0
"Glenn Chee Jun Yuan
@Cheejyg",8/5/2020 20:49,"I favorited a 
@YouTube
 video http://youtu.be/tCBUmLm9AuY?a Singapore General Election 2020 - Returning Officer Yam Ah",1.0,0.0
"Robert
@Post4r",8/5/2020 20:50,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/jbN1w1",1.0,0.0
"Lisa
@lizzeyDi",8/5/2020 20:50,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/j3xQJs",0.0,0.0
"Sa
@sarahfreewam",8/5/2020 20:52,"Singapore's ruling party wins election: Polls opened Saturday in Singapore for the country's general election, t... http://bit.ly/jmiO9w",7.0,0.0
"Ferolare
@Ferolare",8/5/2020 20:52,i see singapore general election trending..worldwide xD,0.0,0.0
"SG STOCKS INVESTING
@Sgshortstories",8/5/2020 20:56,Singapore General Election 2020 results: a New Chapter in Singapore's politics has arrived: Singapore Short Stor... http://bit.ly/ixHAzx,0.0,0.0
"Erwin Mcken
@erwinmcken",9/5/2020 1:02,Politician Tin Pei Ling Faces Facebook Petition Trouble | Penn Olson: The Singapore General Election ended. All ... http://bit.ly/mnfRWX,0.0,0.0
"Smart Shopping
@s_shopping",9/5/2020 1:35,Social media dents invincibility of Singapore   rulers: By far this General Election has been the most dramatic ... http://bit.ly/jkw0dC,0.0,0.0
"Meld Magazine
@meldmagazine",9/5/2020 2:20,"Weekly news round-up: Singapore General Election results, Tiger Airways' poor run and Twitter   Tweetdeck deal http://shar.es/H7BaU",0.0,0.0
