Username,Date,Content,Likes,Retweets
"The Straits Times
@STcom","3:31 AM · Jul 11, 2020","#Singapore #GE2020: #PAPSingapore wins Holland–Bukit Timah GRC with 66.36% of votes, #yourSDP has 33.64% #singaporevotes",0.0,1
"The Straits Times
@STcom","3:26 AM · Jul 11, 2020","#Singapore #GE2020: #PAPSingapore wins Tampines GRC with 66.41% of votes, #nsp_sg has 33.59% #singaporevotes",6.0,0
"The Straits Times
@STcom","3:25 AM · Jul 11, 2020","#Singapore #GE2020: #wpsg wins Hougang SMC with 61.19% of votes, #PAPSingapore has 38.81% #singaporevotes",49.0,34 s
"The Straits Times
@STcom","3:18 AM · Jul 11, 2020","#Singapore #GE2020: #PAPSingapore wins Pasir Ris–Punggol GRC with 64.15% of votes, Singapore Democratic Alliance has 23.67%, Peoples Voice has 12.18% #singaporevotes",7.0,2 s
"The Straits Times
@STcom","3:15 AM · Jul 11, 2020","#Singapore #GE2020: #PAPSingapore wins Marine Parade GRC with 57.76% of votes, #wpsg has 42.24% #singaporevotes",7.0,2 s
"The Straits Times
@STcom","3:07 AM · Jul 11, 2020","#Singapore #GE2020: #PAPSingapore wins Sembawang GRC with 67.29% of votes, #nsp_sg has 32.71% #singaporevotes",5.0,4 s
"The Straits Times
@STcom","3:03 AM · Jul 11, 2020","#Singapore #GE2020: #PAPSingapore wins West Coast GRC with 51.69% of votes, #ProgressSgParty has 48.31% #singaporevotes",58.0,18 s
"The Straits Times
@STcom","2:51 AM · Jul 11, 2020","#Singapore #GE2020: #PAPSingapore wins Jurong GRC with 74.62% of votes, #RedDotUnitedSG has 25.38% #SingaporeVotes",6.0,2 s
"The Straits Times
@STcom","2:50 AM · Jul 11, 2020","#Singapore #GE2020: #PAPSingapore wins Mountbatten SMC with 73.84% of votes, Peoples Voice has 26.16% #singaporevotes",3.0,2 s
"The Straits Times
@STcom","2:41 AM · Jul 11, 2020","#Singapore #GE2020: #PAPSingapore wins East Coast GRC with 53.41% of votes, #wpsg has 46.59% #SingaporeVotes",35.0,2 s
"The Straits Times
@STcom","2:40 AM · Jul 11, 2020","#Singapore #GE2020: #PAPSingapore wins Yio Chu Kang SMC with 60.83% of votes, #ProgressSgParty has 39.17% #SingaporeVotes",4.0,2 s
"The Straits Times
@STcom","2:28 AM · Jul 11, 2020","#Singapore #GE2020: #PAPSingapore wins Ang Mo Kio GRC with 71.91% of votes, #thereformparty has 28.09% #SingaporeVotes",11.0,5 s
"The Straits Times
@STcom","2:20 AM · Jul 11, 2020","#Singapore #GE2020: #PAPSingapore wins Chua Chu Kang GRC with 58.64% of votes, #ProgressSgParty has 41.36% #SingaporeVotes",6.0,4 s
"The Straits Times
@STcom","2:18 AM · Jul 11, 2020","#Singapore #GE2020: #PAPSingapore wins Hong Kah North SMC with 60.98% of votes, #ProgressSgParty has 39.02% #singaporevotes",5.0,1
"The Straits Times
@STcom","2:11 AM · Jul 11, 2020","#Singapore #GE2020: #PAPSingapore wins Jalan Besar GRC with 65.37% of votes, Peoples Voice has 34.63% #singaporevotes",12.0,6 s
"K.SENTHILKUMAR.
@k_pudukkottai","2:04 AM · Jul 11, 2020","#Singapore #GE2020: #PAPSingapore wins Pioneer SMC with 61.98% of votes, #ProgressSgParty has 35.24%, Cheang Peng Wah has 2.78% #singaporevotes
 https://straitstimes.com/multimedia/graphics/2020/07/singapore-general-election-ge2020-live-results/index.html?utm_medium=social&utm_source=twitter&utm_campaign=sttw…",0.0,2 s
"The Straits Times
@STcom","1:58 AM · Jul 11, 2020","#Singapore #GE2020: #PAPSingapore wins Punggol West SMC with 60.97% of votes, #wpsg has 39.03% #singaporevotes",6.0,6 s
"The Straits Times
@STcom","1:56 AM · Jul 11, 2020","#Singapore #GE2020: #PAPSingapore wins Radin Mas SMC with 74.03% of votes, #thereformparty has 25.97% #singaporevotes",2.0,3 s
"The Straits Times
@STcom","1:47 AM · Jul 11, 2020","#Singapore #GE2020: #PAPSingapore wins Pioneer SMC with 61.98% of votes, #ProgressSgParty has 35.24%, Cheang Peng Wah has 2.78% #singaporevotes",9.0,5 s
"The Straits Times
@STcom","1:46 AM · Jul 11, 2020","#Singapore #GE2020: #PAPSingapore wins Marymount SMC with 55.04% of votes, #ProgressSgParty has 44.96% #singaporevotes",5.0,4 s
"The Straits Times
@STcom","1:40 AM · Jul 11, 2020","#Singapore #GE2020: #PAPSingapore wins Bukit Panjang SMC with 53.74% of votes, #yourSDP has 46.26% #singaporevotes",4.0,7 s
"The Straits Times
@STcom","1:39 AM · Jul 11, 2020","#Singapore #GE2020: #PAPSingapore wins Potong Pasir SMC with 60.69% of votes, Singapore People's Party has 39.31% #singaporevotes",3.0,5 s
"The New Paper
@thenewpaper","1:24 AM · Jul 11, 2020","#GE2020 #SingaporeElection Bukit Panjang SMC results

#PAPSingapore (Liang Eng Hwa) 53.74%
#YourSDP (Paul Tambyah) 46.26%",16.0,4 s
"The Straits Times
@STcom","12:35 AM · Jul 11, 2020","#Singapore #GE2020: Ang Mo Kio GRC sample count results

#PAPSingapore: 72%, #thereformparty: 28% #singaporevotes",11.0,8 s
"The Straits Times
@STcom","12:33 AM · Jul 11, 2020","#Singapore #GE2020: Holland–Bukit Timah GRC sample count results

#PAPSingapore: 68%, #yourSDP: 32% #singaporevotes",7.0,1
"Imminent Global News
@imminent_news","12:29 AM · Jul 11, 2020"," #Singapore #GE2020: Sengkang GRC sample count results

#wpsg: 53%, #PAPSingapore: 47% #singaporevotes
 #singapore #mostshared",0.0,0
"The Straits Times
@STcom","12:22 AM · Jul 11, 2020","#Singapore #GE2020: Yuhua SMC sample count results

#PAPSingapore: 69%, #yourSDP: 31% #singaporevotes",2.0,0
"The Straits Times
@STcom","12:19 AM · Jul 11, 2020","#Singapore #GE2020: Tampines GRC sample count results

#PAPSingapore: 67%, #nsp_sg: 33% #singaporevotes",9.0,5 s
"The Straits Times
@STcom","12:18 AM · Jul 11, 2020","#Singapore #GE2020: Sengkang GRC sample count results

#wpsg: 53%, #PAPSingapore: 47% #singaporevotes",85.0,69 s
"The Straits Times
@STcom","12:17 AM · Jul 11, 2020","#Singapore #GE2020: West Coast GRC sample count results

#PAPSingapore: 52%, #ProgressSgParty: 48% #singaporevotes",18.0,7 s
"The Straits Times
@STcom","12:13 AM · Jul 11, 2020","#Singapore #GE2020: Marsiling–Yew Tee GRC sample count results

#PAPSingapore: 64%, #yourSDP: 36% #singaporevotes",9.0,4 s
"The Straits Times
@STcom","12:12 AM · Jul 11, 2020","#Singapore #GE2020: Chua Chu Kang GRC sample count results

#PAPSingapore: 59%, #ProgressSgParty: 41% #singaporevotes",9.0,5 s
"The Straits Times
@STcom","11:36 PM · Jul 10, 2020","#Singapore #GE2020: Marymount SMC sample count results

#PAPSingapore: 54% share, #ProgressSgParty: 46% share #singaporevotes",3.0,5 s
"The Straits Times
@STcom","11:34 PM · Jul 10, 2020","#Singapore #GE2020: Potong Pasir SMC sample count results

#PAPSingapore: 61% share, Singapore People's Party: 39% share #singaporevotes",3.0,5 s
"The Straits Times
@STcom","11:33 PM · Jul 10, 2020","#Singapore #GE2020: Marine Parade GRC sample count results

#PAPSingapore: 57% share, #wpsg: 43% share #singaporevotes",34.0,9 s
"The Straits Times
@STcom","11:29 PM · Jul 10, 2020","#Singapore #GE2020: Hong Kah North SMC sample count results

#PAPSingapore: 63% share, #ProgressSgParty: 37% share #singaporevotes",7.0,12 s
"Suman Priya Mendonca
@sumanpriya","12:45 PM · Jul 9, 2020","Here is How #PAP won elections in #Singapore so far? #ChanChunSing's audio goes viral.

#SGElection 
#sgelections 
#sgvotes 
#SingaporeVotes 
#SingaporeElection 
#singaporeelections 
#SingaporeGE2020 
#GE2020 
#GE2020SG 
#PAPSingapore",0.0,1
